Time,Direction,Entry Price,Exit Price,Price Difference,Result,Balance
2024-11-05 16:33:45.475189,buy,1.08956,1.1004556,0.010895600000000005,win,1000.5999999999992
2024-11-05 16:34:45.949040,buy,1.29883,1.3118182999999999,0.012988299999999953,win,1000.7799999999992
2024-11-05 16:35:46.433227,buy,2442.5,2466.925,24.425000000000182,win,1000.9599999999991
2024-11-05 16:36:56.909678,buy,1.08979,1.1006879,0.010897900000000016,win,1001.1399999999991
2024-11-05 16:37:57.387135,buy,1.29895,1.3119395,0.012989499999999987,win,1001.319999999999
2024-11-05 16:38:57.874106,buy,2443.85,2468.2885,24.438500000000204,win,1001.499999999999
2024-11-05 16:40:08.357052,buy,1.08983,1.1007283,0.010898300000000027,win,1001.6799999999989
2024-11-05 16:40:08.363617,buy,1.29881,1.3117981,0.012988100000000058,win,1001.6799999999989
2024-11-05 16:40:08.370828,buy,2443.63,2468.0663,24.436299999999846,win,1001.6799999999989
2024-11-05 16:41:18.844676,buy,1.0897000000000001,1.100597,0.010896999999999935,win,1001.8599999999989
2024-11-05 16:41:18.851463,buy,1.2987600000000001,1.3117476000000001,0.012987599999999988,win,1001.8599999999989
2024-11-05 16:41:18.858476,buy,2441.68,2466.0968,24.416799999999967,win,1001.8599999999989
2024-11-05 16:42:29.344136,buy,1.08979,1.1006879,0.010897900000000016,win,1002.0399999999988
2024-11-05 16:42:29.350145,buy,1.2988,1.311788,0.012988,win,1002.0399999999988
2024-11-05 16:42:29.357633,buy,2442.99,2467.4199,24.42990000000009,win,1002.0399999999988
2024-11-05 16:43:39.841069,buy,1.08973,1.1006273000000002,0.01089730000000011,win,1002.2199999999988
2024-11-05 16:43:39.848067,buy,1.29887,1.3118587,0.012988699999999964,win,1002.2199999999988
2024-11-05 16:43:39.854083,sell,2439.81,2415.4119,-24.398099999999886,loss,1002.2199999999988
2024-11-05 16:44:50.343006,buy,1.08967,1.1005667,0.010896699999999981,win,1002.1199999999988
2024-11-05 16:44:50.349004,sell,1.29862,1.2856338,-0.012986200000000059,loss,1002.1199999999988
2024-11-05 16:45:50.829759,sell,2438.11,2413.7289,-24.38110000000006,loss,1002.0199999999987
2024-11-05 16:47:01.309618,buy,1.08976,1.1006576000000001,0.010897600000000063,win,1001.9199999999987
2024-11-05 16:48:01.782595,sell,1.298,1.28502,-0.012979999999999992,loss,1002.0999999999987
2024-11-05 16:49:02.262115,buy,2445.04,2469.4904,24.450400000000172,win,1001.9999999999986
2024-11-05 16:50:12.734007,sell,1.08955,1.0786545,-0.010895499999999947,loss,1002.1799999999986
2024-11-05 16:51:13.219216,sell,1.2983,1.285317,-0.012982999999999967,loss,1002.0799999999986
2024-11-05 16:52:13.698872,sell,2440.53,2416.1247000000003,-24.405299999999897,loss,1001.9799999999985
2024-11-05 16:53:24.184884,sell,1.08931,1.0784169,-0.0108931000000001,loss,1001.8799999999985
2024-11-05 16:54:24.661909,sell,1.29856,1.2855744,-0.01298559999999993,loss,1001.7799999999985
2024-11-05 16:54:24.668872,sell,2440.76,2416.3524,-24.407600000000002,loss,1001.7799999999985
2024-11-05 16:55:35.143800,sell,1.08942,1.0785258,-0.010894200000000076,loss,1001.6799999999985
2024-11-05 16:55:35.151771,sell,1.29847,1.2854853,-0.012984700000000071,loss,1001.6799999999985
2024-11-05 16:55:35.159806,sell,2439.95,2415.5505,-24.39949999999999,loss,1001.6799999999985
2024-11-05 16:56:45.647580,sell,1.08943,1.0785357,-0.010894299999999912,loss,1001.5799999999984
2024-11-05 16:56:45.654158,sell,1.29844,1.2854556,-0.012984400000000118,loss,1001.5799999999984
2024-11-05 16:56:45.661610,sell,2439.61,2415.2139,-24.396099999999933,loss,1001.5799999999984
2024-11-05 16:57:56.140758,sell,1.08925,1.0783575,-0.010892499999999972,loss,1001.4799999999984
2024-11-05 16:57:56.147749,sell,1.29832,1.2853367999999998,-0.012983200000000084,loss,1001.4799999999984
2024-11-05 16:57:56.154771,sell,2440.29,2415.8871,-24.402900000000045,loss,1001.4799999999984
2024-11-05 16:59:06.644304,sell,1.08931,1.0784169,-0.0108931000000001,loss,1001.3799999999984
2024-11-05 16:59:06.649941,sell,1.29821,1.2852279,-0.012982100000000107,loss,1001.3799999999984
2024-11-05 16:59:06.657172,sell,2440.36,2415.9564,-24.403600000000097,loss,1001.3799999999984
2024-11-05 17:00:17.148288,sell,1.08935,1.0784565,-0.010893500000000111,loss,1001.2799999999984
2024-11-05 17:00:17.154216,sell,1.29831,1.2853269,-0.012983100000000025,loss,1001.2799999999984
2024-11-05 17:00:17.161414,sell,2439.2,2414.808,-24.391999999999825,loss,1001.2799999999984
2024-11-05 17:01:27.652672,sell,1.08941,1.0785159,-0.010894100000000018,loss,1001.1799999999984
2024-11-05 17:01:27.658608,sell,1.29846,1.2854754,-0.012984600000000013,loss,1001.1799999999984
2024-11-05 17:01:27.664612,sell,2438.01,2413.6299000000004,-24.380099999999857,loss,1001.1799999999984
2024-11-05 17:02:38.155213,buy,1.08957,1.1004657,0.010895700000000064,win,1001.0799999999983
2024-11-05 17:03:38.645222,buy,1.29853,1.3115153,0.012985299999999977,win,1001.2599999999983
2024-11-05 17:04:39.129542,sell,2436.71,2412.3429,-24.367099999999937,loss,1001.4399999999982
2024-11-05 17:05:49.614431,buy,1.08942,1.1003142000000001,0.010894200000000076,win,1001.3399999999982
2024-11-05 17:06:50.089546,buy,1.29846,1.3114446,0.012984600000000013,win,1001.5199999999982
2024-11-05 17:07:50.566470,sell,2438.5,2414.115,-24.38500000000022,loss,1001.6999999999981
2024-11-05 17:09:01.047755,buy,1.08956,1.1004556,0.010895600000000005,win,1001.5999999999981
2024-11-05 17:09:01.054720,buy,1.2987199999999999,1.3117071999999999,0.012987199999999977,win,1001.5999999999981
2024-11-05 17:09:01.061764,sell,2439.19,2414.7981,-24.391900000000078,loss,1001.5999999999981
2024-11-05 17:10:11.556990,buy,1.08966,1.1005566,0.010896599999999923,win,1001.4999999999981
2024-11-05 17:10:11.563996,buy,1.29881,1.3117981,0.012988100000000058,win,1001.4999999999981
2024-11-05 17:10:11.572998,buy,2443.16,2467.5915999999997,24.43159999999989,win,1001.4999999999981
2024-11-05 17:11:22.050484,buy,1.08971,1.1006071,0.010897099999999993,win,1001.679999999998
2024-11-05 17:11:22.057811,buy,1.29895,1.3119395,0.012989499999999987,win,1001.679999999998
2024-11-05 17:11:22.063829,buy,2442.31,2466.7331,24.423099999999977,win,1001.679999999998
2024-11-05 17:12:32.558224,buy,1.08988,1.1007788,0.010898800000000097,win,1001.859999999998
2024-11-05 17:12:32.564851,buy,1.29929,1.3122829,0.012992899999999974,win,1001.859999999998
2024-11-05 17:12:32.572365,buy,2443.23,2467.6623,24.43229999999994,win,1001.859999999998
2024-11-05 17:13:43.052393,buy,1.09004,1.1009403999999998,0.010900399999999921,win,1002.0399999999979
2024-11-05 17:13:43.059437,buy,1.2993999999999999,1.3123939999999998,0.01299399999999995,win,1002.0399999999979
2024-11-05 17:13:43.067203,buy,2443.79,2468.2279,24.4378999999999,win,1002.0399999999979
2024-11-05 17:14:53.551537,buy,1.09035,1.1012534999999999,0.010903499999999955,win,1002.2199999999979
2024-11-05 17:14:53.559200,buy,1.29971,1.3127071,0.012997099999999984,win,1002.2199999999979
2024-11-05 17:14:53.565197,buy,2445.42,2469.8742,24.454200000000128,win,1002.2199999999979
2024-11-05 17:16:04.047683,buy,1.09032,1.1012232,0.010903200000000002,win,1002.3999999999978
2024-11-05 17:16:04.054130,buy,1.29953,1.3125253000000001,0.012995300000000043,win,1002.3999999999978
2024-11-05 17:16:04.061140,buy,2445.94,2470.3994000000002,24.459400000000187,win,1002.3999999999978
2024-11-05 17:17:14.538212,buy,1.09044,1.1013444000000001,0.010904400000000036,win,1002.5799999999978
2024-11-05 17:17:14.545212,buy,1.29975,1.3127475,0.012997499999999995,win,1002.5799999999978
2024-11-05 17:17:14.552218,buy,2446.42,2470.8842,24.46419999999989,win,1002.5799999999978
2024-11-05 17:18:25.038625,buy,1.09051,1.1014151,0.010905100000000001,win,1002.7599999999977
2024-11-05 17:18:25.046641,buy,1.2999100000000001,1.3129091000000002,0.012999100000000041,win,1002.7599999999977
2024-11-05 17:18:25.052645,buy,2446.96,2471.4296,24.4695999999999,win,1002.7599999999977
2024-11-05 17:19:35.545688,buy,1.09052,1.1014252,0.01090520000000006,win,1002.9399999999977
2024-11-05 17:19:35.551609,buy,1.29993,1.3129293,0.012999299999999936,win,1002.9399999999977
2024-11-05 17:19:35.558579,buy,2445.8,2470.2580000000003,24.458000000000084,win,1002.9399999999977
2024-11-05 17:20:46.039558,buy,1.09054,1.1014454,0.010905399999999954,win,1003.1199999999976
2024-11-05 17:20:46.047309,buy,1.2999399999999999,1.3129393999999999,0.012999399999999994,win,1003.1199999999976
2024-11-05 17:20:46.053352,buy,2444.19,2468.6319,24.441899999999805,win,1003.1199999999976
2024-11-05 17:21:56.537378,buy,1.09064,1.1015464000000001,0.010906400000000094,win,1003.2999999999976
2024-11-05 17:21:56.544278,buy,1.30036,1.3133636,0.013003600000000004,win,1003.2999999999976
2024-11-05 17:21:56.551526,buy,2446.51,2470.9751,24.465099999999893,win,1003.2999999999976
2024-11-05 17:23:07.041639,buy,1.09097,1.1018797,0.010909700000000022,win,1003.4799999999975
2024-11-05 17:23:07.049264,buy,1.3009,1.313909,0.013009000000000048,win,1003.4799999999975
2024-11-05 17:23:07.056276,buy,2447.99,2472.4698999999996,24.479899999999816,win,1003.4799999999975
2024-11-05 17:24:17.545084,buy,1.09084,1.1017484,0.01090839999999993,win,1003.6599999999975
2024-11-05 17:24:17.553141,buy,1.30126,1.3142726,0.01301259999999993,win,1003.6599999999975
2024-11-05 17:24:17.560097,buy,2459.91,2484.5090999999998,24.599099999999908,win,1003.6599999999975
2024-11-05 17:25:28.050923,buy,1.0907,1.101607,0.010907,win,1003.8399999999974
